n,pv_share,setpoint_mode,lam,ell,k_in,err,v_min,q_max,tol_eff,dq_max,eps_med,eps_max,eps_cf_med
40,0.1,calibrated,4.630769230769231,4,2,2.984673991290876e-07,0.8573268662270849,0.08302910351745826,1e-06,0.0,,,
40,0.1,calibrated,4.907692307692308,1,8,0.004835408567623878,0.8461038208840085,0.0,1e-06,0.0826635798678276,0.004001149471599163,0.004874385399652784,0.0016566567363890691
40,0.1,calibrated,4.907692307692308,2,5,0.0001002135138403748,0.8460093748638801,0.0826635798678276,1e-06,0.00022223612703446135,3.429227286344174e-05,0.0001567883611259775,6.153105761845352e-05
40,0.1,calibrated,4.907692307692308,3,4,1.0313006484796716e-05,0.8461179686681976,0.08282310248374544,1e-06,1.6500985019928618e-05,2.3785349461439305e-06,6.365837658333831e-06,9.378516060851893e-06
40,0.1,calibrated,4.907692307692308,4,2,4.672218406609474e-07,0.8461072223140631,0.08282417924938557,1e-06,0.0,,,
40,0.1,calibrated,5.184615384615385,1,8,0.004826027154984036,0.834956057258842,0.0,1e-06,0.08247470238990427,0.0041244226953787225,0.0048665716139889926,0.0018243961674447237
40,0.1,calibrated,5.184615384615385,2,5,0.00014521597798045072,0.8344139863155131,0.08247470238990427,1e-06,0.00026371318987136413,2.9071903978883197e-05,0.00019061309521269394,0.00010123560616196244
40,0.1,calibrated,5.184615384615385,3,4,1.552096579748863e-05,0.8345724983040976,0.08261806075589304,1e-06,2.7137014855207262e-05,3.936168567931241e-06,8.85565323611873e-06,1.4413039703949083e-05
40,0.1,calibrated,5.184615384615385,4,3,1.1634768632973191e-06,0.8345558120056575,0.08261900002487943,1e-06,3.046178095036413e-06,2.2976586063253246e-07,8.470847742632808e-07,1.1737975041871406e-06
40,0.1,calibrated,5.184615384615385,5,2,2.6729372604172852e-08,0.8345569808327484,0.08261900617666686,1e-06,0.0,,,
40,0.1,calibrated,5.461538461538462,1,9,0.004816635027433902,0.8234711923127092,0.0,1e-06,0.08228568402765842,0.004253970753402933,0.00485874575885515,0.002007923138599556
40,0.1,calibrated,5.461538461538462,2,4,0.0002017640562708145,0.8224454262814451,0.08228568402765842,1e-06,0.000312139833900393,2.132534636228328e-05,0.00023139929326898432,0.00015228764143920232
40,0.1,calibrated,5.461538461538462,3,4,2.2819257573303275e-05,0.8226674751455376,0.0824127627520498,1e-06,4.23432387249025e-05,6.175011769164468e-06,1.2241091641467295e-05,2.157893101645828e-05
