n,pv_share,lam,warm,adaptive,conv,k_out,k_in,t_ms,v_min
120,0.25,6.292307692307693,False,False,True,6,60,5.666399956680834,0.783124770833889
120,0.25,6.292307692307693,False,True,True,7,7,1.3336999109014869,0.7831396728029101
120,0.25,6.292307692307693,True,False,True,6,36,4.096500109881163,0.7831254094178227
120,0.25,6.292307692307693,True,True,True,13,19,2.7619999600574374,0.7831261103622349
120,0.25,6.846153846153847,False,False,True,7,77,7.637700065970421,0.7548261665276125
120,0.25,6.846153846153847,False,True,True,8,8,1.715300022624433,0.7548398929300058
120,0.25,6.846153846153847,True,False,True,7,44,5.026200087741017,0.7548256632460735
120,0.25,6.846153846153847,True,True,True,15,22,3.3654000144451857,0.7548251712747466
120,0.25,7.4,False,False,True,8,96,9.345999918878078,0.7236045835188663
120,0.25,7.4,False,True,True,9,9,1.8727000569924712,0.7236200068740373
120,0.25,7.4,True,False,True,8,56,5.982600036077201,0.7236053179389194
120,0.25,7.4,True,True,True,17,25,4.435400012880564,0.7236057962218398
120,0.25,7.953846153846155,False,False,True,10,139,13.51670001167804,0.688329724790754
120,0.25,7.953846153846155,False,True,True,10,10,1.9100999925285578,0.6883459457550147
120,0.25,7.953846153846155,True,False,True,9,72,8.128799963742495,0.6883302595098119
120,0.25,7.953846153846155,True,True,True,19,28,4.803200019523501,0.688329743963934
120,0.25,8.507692307692308,False,False,True,14,235,25.18580004107207,0.6468575158125559
120,0.25,8.507692307692308,False,True,True,12,12,2.609900082461536,0.6468745338114897
120,0.25,8.507692307692308,True,False,True,13,118,12.484600069001317,0.6468579027289537
120,0.25,8.507692307692308,True,True,True,24,39,6.273100036196411,0.646857851437865
120,0.25,9.061538461538461,False,False,True,37,811,88.20430003106594,0.5940133930380815
120,0.25,9.061538461538461,False,True,True,15,15,3.0482999281957746,0.5940296786267785
120,0.25,9.061538461538461,True,False,True,29,362,39.315099944360554,0.5940118329680558
120,0.25,9.061538461538461,True,True,True,58,114,16.722700092941523,0.5940133436290457
120,0.25,9.615384615384615,False,False,False,60,10582,1057.4097000062466,0.3556679438237932
120,0.25,9.615384615384615,False,True,True,24,24,5.466100061312318,0.5036715481789087
120,0.25,9.615384615384615,True,False,False,60,12197,1359.9914000369608,0.4854367487850947
120,0.25,9.615384615384615,True,True,False,60,12747,1405.0434000091627,0.8621621988716422
120,0.5,0.2,False,False,True,3,9,1.408300013281405,1.0024973529085448
120,0.5,0.2,False,True,True,3,5,0.7926999824121594,1.0024973498433938
120,0.5,0.2,True,False,True,3,8,0.9541000472381711,1.0024973510531545
120,0.5,0.2,True,True,True,3,5,0.6904000183567405,1.0024974734615204
120,0.5,0.7538461538461538,False,False,True,3,12,1.5669999411329627,0.9893335199930102
120,0.5,0.7538461538461538,False,True,False,60,90,12.636699946597219,0.9895452027548856
120,0.5,0.7538461538461538,True,False,True,3,9,1.018799957819283,0.9893335101824939
120,0.5,0.7538461538461538,True,True,True,3,5,0.7800000021234155,0.9893334655543257
120,0.5,1.3076923076923077,False,False,True,3,12,1.3029000256210566,0.9724455816141692
120,0.5,1.3076923076923077,False,True,False,60,80,13.55540007352829,0.9714767359909431
120,0.5,1.3076923076923077,True,False,True,3,10,1.0751999216154218,0.9724455536647835
120,0.5,1.3076923076923077,True,True,True,5,7,1.08299998100847,0.972445227565748
120,0.5,1.8615384615384616,False,False,True,4,20,2.1237999899312854,0.9549784289113525
120,0.5,1.8615384615384616,False,True,False,60,80,13.76270002219826,0.9526032933989494
120,0.5,1.8615384615384616,True,False,True,4,14,1.6257999232038856,0.9549784411299027
120,0.5,1.8615384615384616,True,True,True,5,7,1.1719000758603215,0.9549788011999485
120,0.5,2.4153846153846157,False,False,True,4,20,2.504599979147315,0.9368712109207923
120,0.5,2.4153846153846157,False,True,False,60,75,12.348599964752793,0.9323619198088208
120,0.5,2.4153846153846157,True,False,True,4,15,7.157200016081333,0.9368712420359467
120,0.5,2.4153846153846157,True,True,True,7,10,3.245800035074353,0.9368712668101373
120,0.5,2.9692307692307693,False,False,True,4,24,2.554000006057322,0.9180492850964624
120,0.5,2.9692307692307693,False,True,False,60,75,10.972399963065982,0.9105882540549441
120,0.5,2.9692307692307693,True,False,True,4,17,1.8523000180721283,0.9180494053586954
120,0.5,2.9692307692307693,True,True,True,7,10,1.690999954007566,0.9180493895734221
120,0.5,3.5230769230769234,False,False,True,4,27,2.86250002682209,0.8984227165147153
120,0.5,3.5230769230769234,False,True,True,5,5,0.8757000323385,0.8984295921554744
120,0.5,3.5230769230769234,True,False,True,4,19,2.0812000147998333,0.8984228207639497
120,0.5,3.5230769230769234,True,True,True,7,10,1.6386000206694007,0.8984227905732625
120,0.5,4.0769230769230775,False,False,True,5,35,3.948100027628243,0.8778833349303106
120,0.5,4.0769230769230775,False,True,True,5,5,1.045099925249815,0.8778897802540367
120,0.5,4.0769230769230775,True,False,True,5,22,2.570199896581471,0.8778831998593717
120,0.5,4.0769230769230775,True,True,True,9,13,2.071899943985045,0.8778834253342604
120,0.5,4.630769230769231,False,False,True,5,39,4.089199937880039,0.8562904589344638
120,0.5,4.630769230769231,False,True,True,6,6,1.5315000200644135,0.8562962102644804
120,0.5,4.630769230769231,True,False,True,5,24,2.8695000801235437,0.856290217813473
120,0.5,4.630769230769231,True,True,True,9,13,2.108599990606308,0.8562908318878162
120,0.5,5.184615384615385,False,False,True,6,48,4.691499983891845,0.8334672044382538
120,0.5,5.184615384615385,False,True,True,6,6,1.118999905884266,0.8334740515774226
120,0.5,5.184615384615385,True,False,True,5,28,3.1970000127330422,0.8334681584021731
120,0.5,5.184615384615385,True,True,True,11,16,2.6386999525129795,0.8334670221470233
120,0.5,5.7384615384615385,False,False,True,6,54,5.204800050705671,0.80918145070772
120,0.5,5.7384615384615385,False,True,True,7,7,1.4865999110043049,0.8091882797714284
120,0.5,5.7384615384615385,True,False,True,6,34,3.7001000018790364,0.8091817427149479
120,0.5,5.7384615384615385,True,True,True,13,19,2.853899961337447,0.8091819574493405
120,0.5,6.292307692307693,False,False,True,7,69,7.142999907955527,0.7831159957977603
120,0.5,6.292307692307693,False,True,True,8,8,1.7392999725416303,0.7831222678022266
120,0.5,6.292307692307693,True,False,True,6,37,4.001999972388148,0.7831149608601325
120,0.5,6.292307692307693,True,True,True,13,19,2.867800067178905,0.783116400967192
120,0.5,6.846153846153847,False,False,True,8,87,8.986599976196885,0.7548158182084943
120,0.5,6.846153846153847,False,True,True,8,8,1.5924000181257725,0.7548231543714413
120,0.5,6.846153846153847,True,False,True,7,47,4.848800017498434,0.7548160633895912
120,0.5,6.846153846153847,True,True,True,15,22,3.2594000222161412,0.7548155267297753
120,0.5,7.4,False,False,True,9,108,10.568499914370477,0.7235959812515416
120,0.5,7.4,False,True,True,9,9,1.7152000218629837,0.7236029550725961
120,0.5,7.4,True,False,True,8,59,6.679799989797175,0.7235956750992598
120,0.5,7.4,True,True,True,17,25,4.334900062531233,0.7235961619149351
120,0.5,7.953846153846155,False,False,True,11,153,16.212700051255524,0.6883210568497016
120,0.5,7.953846153846155,False,True,True,10,10,2.2481000050902367,0.6883283777631114
120,0.5,7.953846153846155,True,False,True,10,80,8.686100016348064,0.6883207591134687
120,0.5,7.953846153846155,True,True,True,19,28,4.740300006233156,0.6883199867437113
120,0.5,8.507692307692308,False,False,True,15,252,24.249599897302687,0.646848903659587
120,0.5,8.507692307692308,False,True,True,12,12,2.393099945038557,0.6468558977202578
120,0.5,8.507692307692308,True,False,True,13,128,14.255000045523047,0.6468477020764248
120,0.5,8.507692307692308,True,True,True,18,26,4.220300004817545,0.6468481886573003
120,0.5,9.061538461538461,False,False,True,40,882,88.17800006363541,0.5939992154804548
120,0.5,9.061538461538461,False,True,True,15,15,3.082999959588051,0.5940081579769322
120,0.5,9.061538461538461,True,False,True,31,416,43.10140002053231,0.5939991471530524
120,0.5,9.061538461538461,True,True,True,58,114,17.82960002310574,0.5940009451111083
120,0.5,9.615384615384615,False,False,False,60,10575,1140.3659000061452,0.66241267397114
120,0.5,9.615384615384615,False,True,True,24,24,5.494900047779083,0.5036239424933059
120,0.5,9.615384615384615,True,False,False,60,12591,1409.07920000609,0.5828986834244766
120,0.5,9.615384615384615,True,True,False,60,11197,1249.300800031051,1.0022739705811727
350,0.1,0.2,False,False,True,3,9,1.7807000549510121,1.0010049286500426
350,0.1,0.2,False,True,True,3,5,0.9068999206647277,1.0010049268127803
350,0.1,0.2,True,False,True,3,8,1.270500011742115,1.0010049279443027
350,0.1,0.2,True,True,True,3,5,0.7892000721767545,1.0010049747843792
350,0.1,0.7538461538461538,False,False,True,3,12,1.492300070822239,0.9893910537371989
350,0.1,0.7538461538461538,False,True,False,60,90,13.46500008367002,0.9895998975632534
350,0.1,0.7538461538461538,True,False,True,3,9,1.1102999560534954,0.9893910493970286
350,0.1,0.7538461538461538,True,True,True,3,6,0.8518000831827521,0.9893915561224121
350,0.1,1.3076923076923077,False,False,True,3,12,1.7722999909892678,0.9725078653449384
350,0.1,1.3076923076923077,False,True,False,60,80,15.107300016097724,0.9725184796137628
350,0.1,1.3076923076923077,True,False,True,3,10,1.4171000802889466,0.972507843271423
350,0.1,1.3076923076923077,True,True,True,4,7,1.2662000954151154,0.9725079585169818
350,0.1,1.8615384615384616,False,False,True,3,15,1.977600040845573,0.955054151952917
350,0.1,1.8615384615384616,False,True,False,60,80,14.40109999384731,0.9551012803101603
350,0.1,1.8615384615384616,True,False,True,3,11,1.7791000427678227,0.9550540783721264
350,0.1,1.8615384615384616,True,True,True,4,7,1.1852000607177615,0.9550542373156946
350,0.1,2.4153846153846157,False,False,True,3,15,1.7443000106140971,0.936969458027641
350,0.1,2.4153846153846157,False,True,False,60,75,13.830000068992376,0.9325169822654303
350,0.1,2.4153846153846157,True,False,True,4,14,1.9937000470235944,0.9369684617212871
350,0.1,2.4153846153846157,True,True,True,7,10,1.6558999195694923,0.9369684181849262
350,0.1,2.9692307692307693,False,False,True,4,24,2.933099982328713,0.9181794422472396
350,0.1,2.9692307692307693,False,True,True,4,4,0.9218000341206789,0.9181855196850343
350,0.1,2.9692307692307693,True,False,True,4,15,2.327800029888749,0.9181794859245451
350,0.1,2.9692307692307693,True,True,True,7,10,1.7891000024974346,0.9181792696111633
350,0.1,3.5230769230769234,False,False,True,4,28,3.347499994561076,0.8985995548063286
350,0.1,3.5230769230769234,False,True,True,5,5,1.0623999405652285,0.8986054436824976
350,0.1,3.5230769230769234,True,False,True,4,18,2.31859995983541,0.8985996331788992
350,0.1,3.5230769230769234,True,True,True,7,10,2.0554999355226755,0.8985988653828038
350,0.1,4.0769230769230775,False,False,True,4,28,4.001200082711875,0.8781217165647157
350,0.1,4.0769230769230775,False,True,True,5,5,1.3176999054849148,0.878128286581648
350,0.1,4.0769230769230775,True,False,True,4,18,2.6319000171497464,0.8781219497895258
350,0.1,4.0769230769230775,True,True,True,9,13,2.2622999968007207,0.8781223981129881
350,0.1,4.630769230769231,False,False,True,5,40,4.612999968230724,0.8566132983763033
350,0.1,4.630769230769231,False,True,True,6,6,1.146599999628961,0.8566190432151581
350,0.1,4.630769230769231,True,False,True,4,20,2.50110006891191,0.856612292747139
350,0.1,4.630769230769231,True,True,True,9,13,2.1849999902769923,0.8566139564088295
350,0.1,5.184615384615385,False,False,True,5,40,5.411599995568395,0.8339024265678593
350,0.1,5.184615384615385,False,True,True,6,6,1.2939999578520656,0.8339084608151371
350,0.1,5.184615384615385,True,False,True,5,24,3.2482000533491373,0.8339022778258499
350,0.1,5.184615384615385,True,True,True,11,16,2.6520000537857413,0.8339019515452978
350,0.1,5.7384615384615385,False,False,True,5,45,5.357700050808489,0.8097659398500576
350,0.1,5.7384615384615385,False,True,True,7,7,1.3927000109106302,0.8097713176331695
350,0.1,5.7384615384615385,True,False,True,5,25,3.0326000414788723,0.8097654513234933
350,0.1,5.7384615384615385,True,True,True,11,16,2.6225000619888306,0.8097643342792241
350,0.1,6.292307692307693,False,False,True,6,60,7.321099983528256,0.7838985765125273
350,0.1,6.292307692307693,False,True,True,7,7,1.5094999689608812,0.7839055088026767
350,0.1,6.292307692307693,True,False,True,6,31,3.957899985834956,0.7838989288829464
350,0.1,6.292307692307693,True,True,True,13,19,3.794300020672381,0.7838993686968146
350,0.1,6.846153846153847,False,False,True,6,66,7.724700029939413,0.7558714649998333
350,0.1,6.846153846153847,False,True,True,8,8,1.7570999916642904,0.7558789340045061
350,0.1,6.846153846153847,True,False,True,6,38,4.942099913023412,0.7558723878479272
350,0.1,6.846153846153847,True,True,True,15,22,3.6986999912187457,0.7558720422687081
350,0.1,7.4,False,False,True,7,84,9.644599980674684,0.7250410048760051
350,0.1,7.4,False,True,True,9,9,2.3360000923275948,0.7250465377495567
350,0.1,7.4,True,False,True,7,46,5.796599900349975,0.7250400252290667
350,0.1,7.4,True,True,True,17,25,4.410699941217899,0.7250404638990661
350,0.1,7.953846153846155,False,False,True,9,125,14.523799996823072,0.6903485185634823
350,0.1,7.953846153846155,False,True,True,10,10,2.0816000178456306,0.6903546679258863
350,0.1,7.953846153846155,True,False,True,8,60,7.1706000017002225,0.6903480444044381
350,0.1,7.953846153846155,True,True,True,19,28,5.283800070174038,0.690347324665364
350,0.1,8.507692307692308,False,False,True,12,193,22.293100017122924,0.6498452137499374
350,0.1,8.507692307692308,False,True,True,12,12,2.449900028295815,0.6498528586058008
350,0.1,8.507692307692308,True,False,True,11,94,13.056099996902049,0.649845954484667
350,0.1,8.507692307692308,True,True,True,20,30,5.903500015847385,0.6498471825414867
350,0.1,9.061538461538461,False,False,True,27,565,65.18429995048791,0.5990138810069574
350,0.1,9.061538461538461,False,True,True,14,14,2.9522000113502145,0.5990202242715122
350,0.1,9.061538461538461,True,False,True,21,235,30.142800067551434,0.5990122050835239
350,0.1,9.061538461538461,True,True,True,52,102,17.615800024941564,0.5990120261289139
350,0.1,9.615384615384615,False,False,False,60,9320,1071.7702000401914,0.47531985421240397
350,0.1,9.615384615384615,False,True,True,21,21,4.803999909199774,0.5187773821437242
350,0.1,9.615384615384615,True,False,False,60,10186,1143.782899947837,0.44680060661518345
350,0.1,9.615384615384615,True,True,False,60,12750,1581.9521999219432,1.004991176931812
350,0.25,0.2,False,False,True,3,9,1.6211000038310885,1.0025052831646057
350,0.25,0.2,False,True,True,3,5,2.3038999643176794,1.0025052795462395
350,0.25,0.2,True,False,True,3,8,1.0071999859064817,1.0025052813456725
350,0.25,0.2,True,True,True,3,5,0.8898000232875347,1.0025054016952244
350,0.25,0.7538461538461538,False,False,True,3,12,1.5463000163435936,0.9893967893457472
350,0.25,0.7538461538461538,False,True,False,60,90,18.612199928611517,0.9896077163342327
350,0.25,0.7538461538461538,True,False,True,3,9,1.52449996676296,0.9893967821588469
350,0.25,0.7538461538461538,True,True,True,3,6,1.0231999913230538,0.989397126042509
350,0.25,1.3076923076923077,False,False,True,3,12,2.0259000593796372,0.9725138969368256
350,0.25,1.3076923076923077,False,True,False,60,80,16.1506999284029,0.9725234178095502
350,0.25,1.3076923076923077,True,False,True,3,10,1.2117000296711922,0.9725138537468422
350,0.25,1.3076923076923077,True,True,True,4,7,1.1128000915050507,0.9725138559497581
350,0.25,1.8615384615384616,False,False,True,3,15,1.6572000458836555,0.955060824052244
350,0.25,1.8615384615384616,False,True,False,60,80,13.455000007525086,0.9527073319571554
350,0.25,1.8615384615384616,True,False,True,3,12,1.4309999532997608,0.9550608258316472
350,0.25,1.8615384615384616,True,True,True,5,7,1.1759999906644225,0.9550602687407508
350,0.25,2.4153846153846157,False,False,True,4,20,2.9027999844402075,0.9369746422125426
350,0.25,2.4153846153846157,False,True,False,60,75,15.326799941249192,0.9325106694853066
350,0.25,2.4153846153846157,True,False,True,4,14,1.8804999999701977,0.9369746775942737
350,0.25,2.4153846153846157,True,True,True,7,10,1.7881999956443906,0.9369746491606634
350,0.25,2.9692307692307693,False,False,True,4,24,2.9066000133752823,0.9181857561655905
350,0.25,2.9692307692307693,False,True,False,60,75,13.691599946469069,0.9108032778341992
350,0.25,2.9692307692307693,True,False,True,4,16,2.4147999938577414,0.9181858228131452
350,0.25,2.9692307692307693,True,True,True,7,10,1.989700016565621,0.9181857014067246
350,0.25,3.5230769230769234,False,False,True,4,27,2.8650000458583236,0.8986058848715058
350,0.25,3.5230769230769234,False,True,False,60,72,13.292299932800233,0.8873799196465109
350,0.25,3.5230769230769234,True,False,True,4,17,2.224500058218837,0.898606105852378
350,0.25,3.5230769230769234,True,True,True,7,10,2.1244999952614307,0.8986055168961258
350,0.25,4.0769230769230775,False,False,True,5,35,4.230199963785708,0.8781291948188683
350,0.25,4.0769230769230775,False,True,True,5,5,0.9525000350549817,0.8781305235146599
350,0.25,4.0769230769230775,True,False,True,5,21,2.648400026373565,0.8781291234589452
350,0.25,4.0769230769230775,True,True,True,9,13,2.051300019957125,0.8781293400017972
350,0.25,4.630769230769231,False,False,True,5,39,4.539399989880621,0.856620673572792
350,0.25,4.630769230769231,False,True,True,6,6,1.1795000173151493,0.8566217392734684
350,0.25,4.630769230769231,True,False,True,5,24,2.800600021146238,0.8566205490539486
350,0.25,4.630769230769231,True,True,True,9,13,2.0749999675899744,0.8566212109444811
350,0.25,5.184615384615385,False,False,True,5,40,5.773999961093068,0.8339104175784591
350,0.25,5.184615384615385,False,True,True,6,6,1.2827999889850616,0.8339116824699233
350,0.25,5.184615384615385,True,False,True,5,26,3.4577000187709928,0.8339100044094799
350,0.25,5.184615384615385,True,True,True,11,16,2.6766000082716346,0.8339095525255235
350,0.25,5.7384615384615385,False,False,True,6,54,6.723299971781671,0.8097731605248087
350,0.25,5.7384615384615385,False,True,True,7,7,1.5313000185415149,0.8097748991179483
350,0.25,5.7384615384615385,True,False,True,6,31,3.8380000041797757,0.809773410790301
350,0.25,5.7384615384615385,True,True,True,11,16,2.8683000709861517,0.8097723594932685
350,0.25,6.292307692307693,False,False,True,6,59,6.522599956952035,0.7839066907744527
350,0.25,6.292307692307693,False,True,True,7,7,1.526899985037744,0.7839096371312957
350,0.25,6.292307692307693,True,False,True,6,35,4.119499935768545,0.7839072789615236
350,0.25,6.292307692307693,True,True,True,13,19,3.167100017890334,0.7839079269437257
350,0.25,6.846153846153847,False,False,True,7,76,8.350100019015372,0.7558821335283571
350,0.25,6.846153846153847,False,True,True,8,8,1.8411000492051244,0.7558836591114836
350,0.25,6.846153846153847,True,False,True,7,43,5.098599940538406,0.7558816938620008
350,0.25,6.846153846153847,True,True,True,15,22,3.7435999838635325,0.7558812516233888
350,0.25,7.4,False,False,True,8,95,11.34309999179095,0.7250495159288307
350,0.25,7.4,False,True,True,9,9,1.907199970446527,0.7250520842903752
350,0.25,7.4,True,False,True,8,53,6.4561000326648355,0.7250501862577078
350,0.25,7.4,True,True,True,17,25,4.260299960151315,0.72505053589192
350,0.25,7.953846153846155,False,False,True,10,139,15.291300020180643,0.6903586833692246
350,0.25,7.953846153846155,False,True,True,10,10,2.4600999895483255,0.6903613844980577
350,0.25,7.953846153846155,True,False,True,9,71,9.152799961157143,0.6903590624514511
350,0.25,7.953846153846155,True,True,True,19,28,5.1499999826774,0.6903585991229078
350,0.25,8.507692307692308,False,False,True,14,225,26.376400026492774,0.6498588643467939
350,0.25,8.507692307692308,False,True,True,12,12,2.6485000271350145,0.6498613862735807
350,0.25,8.507692307692308,True,False,True,12,107,13.459300040267408,0.6498596223804644
350,0.25,8.507692307692308,True,True,True,20,30,5.14399993699044,0.6498603110843659
350,0.25,9.061538461538461,False,False,True,30,628,73.96950002294034,0.5990288941866264
350,0.25,9.061538461538461,False,True,True,14,14,3.005900071002543,0.5990322827636156
350,0.25,9.061538461538461,True,False,True,24,288,34.616800025105476,0.5990303149509598
350,0.25,9.061538461538461,True,True,True,52,102,16.24590007122606,0.5990287152751987
350,0.25,9.615384615384615,False,False,False,60,9293,1091.9019000139087,0.5782304598353127
350,0.25,9.615384615384615,False,True,True,21,21,4.757799906656146,0.518803977275309
350,0.25,9.615384615384615,True,False,False,60,9825,1151.5172000508755,0.59509134572453
350,0.25,9.615384615384615,True,True,False,60,13031,1549.7374999104068,0.852582650927736
350,0.5,0.2,False,False,True,3,9,1.6870999243110418,1.0033408557968386
350,0.5,0.2,False,True,True,3,5,1.296499976888299,1.0033408511723696
350,0.5,0.2,True,False,True,3,8,1.4845998957753181,1.0033408533599508
350,0.5,0.2,True,True,True,3,5,1.1135999811813235,1.003341014561407
350,0.5,0.7538461538461538,False,False,True,3,12,2.045899978838861,0.9893771173426206
350,0.5,0.7538461538461538,False,True,False,60,90,17.21189997624606,0.989588915094785
350,0.5,0.7538461538461538,True,False,True,3,9,1.3547000708058476,0.9893771065364516
350,0.5,0.7538461538461538,True,True,True,3,5,1.553799957036972,0.9893770079093311
350,0.5,1.3076923076923077,False,False,True,3,12,2.1081999875605106,0.9724937048306282
350,0.5,1.3076923076923077,False,True,False,60,80,17.45660009328276,0.9715311529974273
350,0.5,1.3076923076923077,True,False,True,3,10,2.2103999508544803,0.9724936731552779
350,0.5,1.3076923076923077,True,True,True,5,7,2.1919000428169966,0.9724934058628366
350,0.5,1.8615384615384616,False,False,True,4,20,3.299799980595708,0.9550386497461982
350,0.5,1.8615384615384616,False,True,True,7,8,1.8574000569060445,0.955039803134437
350,0.5,1.8615384615384616,True,False,True,4,14,2.152399974875152,0.9550386623216826
350,0.5,1.8615384615384616,True,True,True,5,7,1.3861000770702958,0.955039057922589
350,0.5,2.4153846153846157,False,False,True,4,20,4.054800025187433,0.9369524797800567
350,0.5,2.4153846153846157,False,True,False,60,75,20.128200063481927,0.9324839805289766
350,0.5,2.4153846153846157,True,False,True,4,15,2.4843000574037433,0.9369525107042214
350,0.5,2.4153846153846157,True,True,True,7,10,2.639199956320226,0.936952536744069
350,0.5,2.9692307692307693,False,False,True,4,24,3.819200093857944,0.9181624871345232
350,0.5,2.9692307692307693,False,True,True,9,10,2.6642000302672386,0.9181638769094069
350,0.5,2.9692307692307693,True,False,True,4,17,2.4958999129012227,0.9181626057159065
350,0.5,2.9692307692307693,True,True,True,7,10,2.018700004555285,0.9181625899062876
350,0.5,3.5230769230769234,False,False,True,4,27,4.278099979273975,0.8985812053166085
350,0.5,3.5230769230769234,False,True,True,5,5,1.3058999320492148,0.898582954231331
350,0.5,3.5230769230769234,True,False,True,4,19,2.683499944396317,0.8985813071153498
350,0.5,3.5230769230769234,True,True,True,7,10,2.1123000187799335,0.8985812737890088
350,0.5,4.0769230769230775,False,False,True,5,35,5.0258999690413475,0.878103695170642
350,0.5,4.0769230769230775,False,True,True,5,5,1.4540000120177865,0.8781048932166943
350,0.5,4.0769230769230775,True,False,True,5,22,3.6859000101685524,0.878103565103355
350,0.5,4.0769230769230775,True,True,True,9,13,3.134800004772842,0.8781037835591322
350,0.5,4.630769230769231,False,False,True,5,39,4.992699949070811,0.8565937708398291
350,0.5,4.630769230769231,False,True,True,6,6,1.5652000438421965,0.8565942146944964
350,0.5,4.630769230769231,True,False,True,5,24,3.399799927137792,0.8565935427277044
350,0.5,4.630769230769231,True,True,True,9,13,2.6644000317901373,0.8565941292812537
350,0.5,5.184615384615385,False,False,True,6,48,6.336600054055452,0.8338808672848382
350,0.5,5.184615384615385,False,True,True,6,6,1.4235998969525099,0.8338822658583127
350,0.5,5.184615384615385,True,False,True,5,28,4.151700064539909,0.833881764132744
350,0.5,5.184615384615385,True,True,True,11,16,3.1787999905645847,0.8338806961485952
350,0.5,5.7384615384615385,False,False,True,6,54,7.234000018797815,0.8097419860428571
350,0.5,5.7384615384615385,False,True,True,7,7,1.8115999409928918,0.8097432436241292
350,0.5,5.7384615384615385,True,False,True,6,34,5.349799990653992,0.8097422492621432
350,0.5,5.7384615384615385,True,True,True,11,16,3.5351000260561705,0.8097413581784502
350,0.5,6.292307692307693,False,False,True,7,69,9.58439998794347,0.7838738468217734
350,0.5,6.292307692307693,False,True,True,8,8,2.022300031967461,0.783874491520484
350,0.5,6.292307692307693,True,False,True,6,37,4.959399928338826,0.7838729270145672
350,0.5,6.292307692307693,True,True,True,13,19,4.01659996714443,0.783874215141165
350,0.5,6.846153846153847,False,False,True,7,76,10.279800044372678,0.7558454017130182
350,0.5,6.846153846153847,False,True,True,8,8,1.936200074851513,0.7558458776297003
350,0.5,6.846153846153847,True,False,True,7,46,7.213799981400371,0.7558446078236519
350,0.5,6.846153846153847,True,True,True,15,22,4.76500007789582,0.7558441458098277
350,0.5,7.4,False,False,True,9,107,13.800299959257245,0.7250086331230124
350,0.5,7.4,False,True,True,9,9,2.137900097295642,0.7250096703874499
350,0.5,7.4,True,False,True,8,57,8.78429994918406,0.725008401542255
350,0.5,7.4,True,True,True,17,25,5.292200017720461,0.7250088109634595
350,0.5,7.953846153846155,False,False,True,10,138,19.768099999055266,0.6903099712377809
350,0.5,7.953846153846155,False,True,True,10,10,3.7753001088276505,0.6903123381296279
350,0.5,7.953846153846155,True,False,True,10,76,11.813299963250756,0.6903112351661546
350,0.5,7.953846153846155,True,True,True,19,28,6.589600001461804,0.6903103253441666
350,0.5,8.507692307692308,False,False,True,14,225,31.71400004066527,0.6497995388546131
350,0.5,8.507692307692308,False,True,True,12,12,3.6516000982373953,0.6498016420201623
350,0.5,8.507692307692308,True,False,True,13,123,17.77350006159395,0.6498001848026183
350,0.5,8.507692307692308,True,True,True,20,30,6.270600017160177,0.6498012872759192
350,0.5,9.061538461538461,False,False,True,32,672,92.85040001850575,0.598948517989154
350,0.5,9.061538461538461,False,True,True,14,14,4.115100018680096,0.5989509477271987
350,0.5,9.061538461538461,True,False,True,25,314,42.776099988259375,0.5989483729581287
350,0.5,9.061538461538461,True,True,True,52,102,19.7555999038741,0.5989482907130121
350,0.5,9.615384615384615,False,False,False,60,9574,1116.3586999755353,0.4216618804292527
350,0.5,9.615384615384615,False,True,True,21,21,6.132900016382337,0.5186256105596005
350,0.5,9.615384615384615,True,False,False,60,9519,1147.2437999909744,0.4451737838726311
350,0.5,9.615384615384615,True,True,False,60,5742,684.5993999158964,1.0049890108016948
