nodes,pv_ratio,n_pv,rx,mode,variant,load_factor,r_ohm_km,x_ohm_km,z_abs_ohm_km,z_rel,line_factor,decoupled,exact_sens,skipped,nr_conv,nr_iter,nr_v_min,nr_err,t_inner_s,inner_iter_pq,inner_conv_pq,v_min,eta_emp,eta_inf,eta_1,eta_2,eta_thev,eta_fit,eta_fit_r2,eta_fit_n,eta_fit_method,res_hist,kappa_emp,x_kk_mean,x_kk_min,rx_diag_mean,diag_dom_min,offdiag_ratio,cond_xpp,rho_jacobi,t_outer_s,outer_iter,inner_total,outer_conv,v_err_final,q_max_final,sens_error_first,sens_error_median,sens_error_max,v_err_hist,q_max_hist,sens_err_hist,error
40,0.0,0.0,4.6416,const_x,coupled,2.0,3.0232288,0.6513333333333333,3.092595590804034,4.687806021397824,3.0,False,False,,True,3.0,0.928603606881358,,0.0002440999960526824,11.0,True,0.9286036062933145,0.06931662724322685,0.07780268916473394,0.14823702121904267,0.07709341152207452,0.024706170203173783,0.06890342089151777,0.9999927555178592,9.0,logfit,7.182306e-02;4.761660e-03;3.309453e-04;2.296642e-05;1.591287e-06;1.101940e-07;7.629346e-09;5.281812e-10;3.655493e-11;2.519429e-12;1.631009e-13,0.012674530577751086,,,,,,,,,,,,,,,,,,,,
40,0.0,0.0,6.8129,const_x,coupled,2.0,4.437468866666666,0.6513333333333333,4.485015613545516,6.798458635122007,3.0,False,False,,True,4.0,0.8920440904279284,,0.0002623000182211399,13.0,True,0.8920440904279563,0.1079611709234374,0.12227101742786464,0.2329622741773297,0.12115635031368323,0.03882704569622162,0.1073463059688387,0.9999848267150314,11.0,logfit,1.080600e-01;1.077413e-02;1.161308e-03;1.255905e-04;1.356707e-05;1.464752e-06;1.581076e-07;1.706520e-08;1.841855e-09;1.987695e-10;2.142935e-11;2.288836e-12;2.230123e-13,0.012564617887484874,,,,,,,,,,,,,,,,,,,,
40,0.0,0.0,10.0,const_x,coupled,2.0,6.513333333333333,0.6513333333333333,6.5458189878900725,9.922257458316256,3.0,False,False,,True,4.0,0.8319647959904283,,0.0003719999804161489,16.0,True,0.8319647959895258,0.17844505165762425,0.20515698103056712,0.390884429275587,0.20328669529311155,0.0651474048792645,0.1772912431132867,0.9999616581078891,14.0,logfit,1.680352e-01;2.603264e-02;4.569369e-03;8.147219e-04;1.454585e-04;2.596415e-05;4.633721e-06;8.268978e-07;1.475575e-07;2.633084e-08;4.698481e-09;8.382949e-10;1.494647e-10;2.654654e-11;4.612533e-12;6.984413e-13,0.012367635951842306,,,,,,,,,,,,,,,,,,,,
40,0.0,0.0,0.1,const_z,coupled,2.0,0.06564366386072999,0.6564366386072998,0.6597106571150047,1.0000000000000002,3.0,False,False,,True,3.0,0.9970745020880994,,0.0002269999822601676,7.0,True,0.9970745020880997,0.013023019977558272,0.014395623739313617,0.02742790004581565,0.014264387991808625,0.004571316674302609,0.012993665276982343,0.9999999882168732,4.0,logfit,1.435034e-02;1.902165e-04;2.486034e-06;3.234175e-08;4.201297e-10;5.454305e-12;7.063824e-14,0.012917750602489307,,,,,,,,,,,,,,,,,,,,
40,0.0,0.0,0.1468,const_z,coupled,2.0,0.09581857114359536,0.6527150622860719,0.6597106571150045,0.9999999999999999,3.0,False,False,,True,3.0,0.9964289808309099,,0.00025489996187388897,7.0,True,0.996428980830909,0.013038457870216888,0.014414281749816439,0.02746344904712273,0.014282875909094241,0.004577241507853791,0.01300894046865222,0.9999999879940364,4.0,logfit,1.435892e-02;1.904430e-04;2.491964e-06;3.245725e-08;4.221276e-10;5.486612e-12;7.109222e-14,0.012916196009409206,,,,,,,,,,,,,,,,,,,,
40,0.0,0.0,0.2154,const_z,coupled,2.0,0.13891556916511108,0.6449190769039511,0.6597106571150047,1.0000000000000002,3.0,False,False,,True,3.0,0.9955116753649379,,0.0002454000059515238,7.0,True,0.9955116753649382,0.013060442272371218,0.014440857814266888,0.02751408427158803,0.014309209696464738,0.004585680711931339,0.013030789051891905,0.9999999879263054,4.0,logfit,1.437114e-02;1.907656e-04;2.500422e-06;3.262221e-08;4.249851e-10;5.533019e-12;7.177304e-14,0.012914078734861726,,,,,,,,,,,,,,,,,,,,
40,0.0,0.0,0.3162,const_z,coupled,2.0,0.19889436971759697,0.6290144519848101,0.6597106571150045,1.0,3.0,False,False,,True,3.0,0.9942446132530728,,0.0002660999889485538,7.0,True,0.9942446132530732,0.01309089884696893,0.014477688032242442,0.027584256676451622,0.01434570415676321,0.0045973761127419376,0.013061076163362807,0.9999999878823767,4.0,logfit,1.438804e-02;1.912125e-04;2.512162e-06;3.285166e-08;4.289677e-10;5.597856e-12;7.267591e-14,0.012911165715372201,,,,,,,,,,,,,,,,,,,,
40,0.0,0.0,0.4642,const_z,coupled,2.0,0.2777694215259512,0.5983830709305282,0.6597106571150045,1.0,3.0,False,False,,True,3.0,0.9925970342704065,,0.00022170000011101365,7.0,True,0.9925970342704087,0.013130658748200576,0.01452578999146606,0.027675905065815288,0.01439336760101245,0.004612650844302544,0.013100567094420883,0.9999999877013573,4.0,logfit,1.441008e-02;1.917958e-04;2.527530e-06;3.315281e-08;4.342089e-10;5.683343e-12;7.391648e-14,0.012907318958134326,,,,,,,,,,,,,,,,,,,,
40,0.0,0.0,0.6813,const_z,coupled,2.0,0.3714464248625158,0.5452024436555347,0.6597106571150045,0.9999999999999999,3.0,False,False,,True,3.0,0.9906733178097528,,0.0002305000089108944,7.0,True,0.9906733178097509,0.013177307737800173,0.014582257913906604,0.027783493077320778,0.014449320741311859,0.004630582179553466,0.01314694650547351,0.9999999876120335,4.0,logfit,1.443590e-02;1.924803e-04;2.545622e-06;3.350849e-08;4.404193e-10;5.785040e-12;7.538800e-14,0.01290285533526058,,,,,,,,,,,,,,,,,,,,
40,0.0,0.0,1.0,const_z,coupled,2.0,0.466485879267053,0.466485879267053,0.6597106571150045,0.9999999999999999,3.0,False,False,,True,3.0,0.9887718650417079,,0.00022789998911321163,7.0,True,0.9887718650417087,0.013223657684907245,0.014638396516240304,0.02789045363709947,0.014504947563706419,0.004648408939516579,0.013192948429284257,0.999999987313645,4.0,logfit,1.446151e-02;1.931604e-04;2.563661e-06;3.386440e-08;4.466556e-10;5.887402e-12;7.687913e-14,0.012898347266755289,,,,,,,,,,,,,,,,,,,,
40,0.0,0.0,1.4678,const_z,coupled,2.0,0.5452045419017325,0.37144334507544113,0.6597106571150047,1.0000000000000002,3.0,False,False,,True,3.0,0.987259432419199,,0.0002112000365741551,7.0,True,0.9872594324192009,0.01326069597055658,0.014683281469641712,0.027975972683564474,0.014549423329529848,0.0046626621139274115,0.013229772992965603,0.9999999872474541,4.0,logfit,1.448194e-02;1.937038e-04;2.578123e-06;3.415062e-08;4.516865e-10;5.970336e-12;7.797457e-14,0.012894810843210308,,,,,,,,,,,,,,,,,,,,
40,0.0,0.0,2.1544,const_z,coupled,2.0,0.5983907590567927,0.2777528588269554,0.6597106571150045,1.0,3.0,False,False,,True,3.0,0.986300766030999,,0.00023360003251582384,7.0,True,0.9863007660309965,0.01328425200843127,0.014711839106187119,0.028030383386073526,0.014577720624262573,0.004671730564345593,0.013253159850531826,0.9999999871175987,4.0,logfit,1.449492e-02;1.940494e-04;2.587342e-06;3.433349e-08;4.549081e-10;6.023515e-12;7.875757e-14,0.012892530782695994,,,,,,,,,,,,,,,,,,,,
40,0.0,0.0,3.1623,const_z,coupled,2.0,0.6290098352474766,0.19890896981547498,0.6597106571150045,1.0,3.0,False,False,,True,3.0,0.9858029913384734,,0.0002060999977402389,7.0,True,0.985802991338474,0.013296507974634301,0.014726700148703361,0.028058698045868302,0.014592446188104286,0.004676449674311382,0.01326535984073741,0.999999987135645,4.0,logfit,1.450167e-02;1.942293e-04;2.592145e-06;3.442889e-08;4.565911e-10;6.051382e-12;7.913295e-14,0.012891376683954433,,,,,,,,,,,,,,,,,,,,
40,0.0,0.0,4.6416,const_z,coupled,2.0,0.6449133744443044,0.13894204034046545,0.6597106571150045,0.9999999999999999,3.0,False,False,,True,3.0,0.9855860029789909,,0.00020810001296922565,7.0,True,0.9855860029789899,0.013301855242562376,0.014733185375283602,0.028071054311191605,0.014598872292997727,0.004678509051865267,0.013270696695559487,0.9999999871808348,4.0,logfit,1.450461e-02;1.943077e-04;2.594242e-06;3.447058e-08;4.573269e-10;6.063594e-12;7.942464e-14,0.012890886294159534,,,,,,,,,,,,,,,,,,,,
40,0.0,0.0,6.8129,const_z,coupled,2.0,0.6527169031730132,0.09580603020343953,0.6597106571150045,1.0,3.0,False,False,,True,3.0,0.9855095523091292,,0.0002232000115327537,7.0,True,0.9855095523091292,0.013303740003984032,0.01473547131067027,0.028075409690884214,0.014601137388965095,0.0046792349484807,0.013272518486903542,0.9999999870387765,4.0,logfit,1.450565e-02;1.943354e-04;2.594981e-06;3.448528e-08;4.575864e-10;6.067813e-12;7.935196e-14,0.012890655888692516,,,,,,,,,,,,,,,,,,,,
40,0.0,0.0,10.0,const_z,coupled,2.0,0.6564366386072997,0.06564366386072998,0.6597106571150045,1.0,3.0,False,False,,True,3.0,0.9854941408265877,,0.0002098999684676528,7.0,True,0.9854941408265876,0.01330411935562522,0.01473593219059868,0.028076287802790888,0.014601594067344256,0.004679381300465149,0.013272910078521936,0.9999999870767818,4.0,logfit,1.450586e-02;1.943410e-04;2.595130e-06;3.448824e-08;4.576387e-10;6.068701e-12;7.938095e-14,0.012890633034760965,,,,,,,,,,,,,,,,,,,,
120,0.0,0.0,0.1,const_x,coupled,2.0,0.06513333333333333,0.6513333333333333,0.6545818987890073,0.9922257458316257,3.0,False,False,,True,3.0,0.9923648430434387,,0.04786809999495745,9.0,True,0.992364843043248,0.033602157364018045,0.036075432758062534,0.0705679840006467,0.03645181226131541,0.004952139228115558,0.03355841939409557,0.9999999849519409,6.0,logfit,3.578568e-02;1.211314e-03;4.079750e-05;1.370987e-06;4.602116e-08;1.544278e-09;5.181301e-11;1.736390e-12;5.782997e-14,0.03330686413174205,,,,,,,,,,,,,,,,,,,,
120,0.0,0.0,0.1468,const_x,coupled,2.0,0.09561573333333334,0.6513333333333333,0.6583141192257554,0.9978831054581468,3.0,False,False,,True,3.0,0.9906961710313543,,0.04497270000865683,9.0,True,0.9906961710310831,0.03390022818513016,0.03640344617934483,0.07120961860057791,0.036783247887658736,0.004997166217584434,0.03385586481390981,0.9999999845243452,6.0,logfit,3.604702e-02;1.229055e-03;4.176237e-05;1.415863e-06;4.794905e-08;1.623236e-09;5.494494e-11;1.857626e-12;6.233288e-14,0.0332993081914399,,,,,,,,,,,,,,,,,,,,
120,0.0,0.0,0.2154,const_x,coupled,2.0,0.1402972,0.6513333333333333,0.6662720281078526,1.0099458314369842,3.0,False,False,,True,3.0,0.9882404528976009,,0.04248449997976422,9.0,True,0.9882404528971778,0.03446946752035461,0.037026837813191604,0.07242904931783209,0.03741314344441203,0.005082740303005752,0.034424185784745244,0.9999999840714034,6.0,logfit,3.656845e-02;1.264844e-03;4.370010e-05;1.506443e-06;5.187321e-08;1.785563e-09;6.145394e-11;2.112533e-12;7.189713e-14,0.033288241295157665,,,,,,,,,,,,,,,,,,,,
120,0.0,0.0,0.3162,const_x,coupled,2.0,0.20595159999999998,0.6513333333333333,0.6831187105135323,1.0354823029551987,3.0,False,False,,True,3.0,0.984610685029321,,0.09091819997411221,9.0,True,0.9846106850284855,0.03558455643739592,0.03824347870642867,0.07480894856018613,0.03864247770429856,0.005249750776153411,0.035537462497515875,0.999999982767561,6.0,logfit,3.762368e-02;1.338854e-03;4.775282e-05;1.699423e-06;6.041165e-08;2.146741e-09;7.627426e-11;2.706614e-12;9.473960e-14,0.03327153382070439,,,,,,,,,,,,,,,,,,,,
120,0.0,0.0,0.4642,const_x,coupled,2.0,0.3023489333333333,0.6513333333333333,0.7180877304333472,1.0884889044746262,3.0,False,False,,True,3.0,0.9792341560259133,,0.0508224000222981,9.0,True,0.9792341560237589,0.037789755841666606,0.04064383665430296,0.07950434396673334,0.04106787888694446,0.005579252208191819,0.037655101442853126,0.9999992128308303,7.0,logfit,3.975475e-02;1.494753e-03;5.661389e-05;2.139688e-06;8.077737e-08;3.048356e-09;1.150208e-10;4.333868e-12;1.603613e-13,0.03317209666971842,,,,,,,,,,,,,,,,,,,,
120,0.0,0.0,0.6813,const_x,coupled,2.0,0.4437534,0.6513333333333333,0.7881320898952605,1.1946632685029805,3.0,False,False,,True,3.0,0.9712425403716054,,0.05164620000869036,9.0,True,0.9712425403637545,0.04211260575710372,0.045345470890119234,0.08870131886527599,0.04581856586095022,0.006224653955457976,0.041927223644571146,0.9999984187672629,7.0,logfit,4.397145e-02;1.828536e-03;7.716613e-05;3.250276e-06;1.367477e-07;5.751114e-09;2.418294e-10;1.015133e-11;4.153928e-13,0.03310594479717004,,,,,,,,,,,,,,,,,,,,
120,0.0,0.0,1.0,const_x,coupled,2.0,0.6513333333333333,0.6513333333333333,0.921124433625676,1.396255197170629,3.0,False,False,,True,3.0,0.9592734847088953,,0.03405939997173846,10.0,True,0.9592734846655657,0.05034911056612116,0.0543280002927712,0.10627225128964404,0.054894811116637195,0.0074577018448872875,0.050125470804862224,0.9999974162899722,8.0,logfit,5.199613e-02;2.556576e-03;1.289744e-04;6.497632e-06;3.269725e-07;1.644730e-08;8.272138e-10;4.159897e-11;2.087035e-12;1.009693e-13,0.03303532187537581,,,,,,,,,,,,,,,,,,,,
120,0.0,0.0,1.4678,const_x,coupled,2.0,0.9560270666666666,0.6513333333333333,1.1568158294691433,1.7535199969757052,3.0,False,False,,True,4.0,0.9411521766986353,,0.05705629999283701,11.0,True,0.9411521766986435,0.06548823066618036,0.07088181320360487,0.13865354557585824,0.07162133202856691,0.009730073373744427,0.06543465859790619,0.9999999459645995,8.0,logfit,6.648479e-02;4.179172e-03;2.739727e-04;1.795969e-05;1.176021e-06;7.697510e-08;5.037600e-09;3.296626e-10;2.156828e-11;1.405765e-12;8.704753e-14,0.033053451802934564,,,,,,,,,,,,,,,,,,,,
120,0.0,0.0,2.1544,const_x,coupled,2.0,1.403232533333333,0.6513333333333333,1.5470283299656133,2.3450103667128217,3.0,False,False,,True,4.0,0.9132106980178124,,0.03593359998194501,12.0,True,0.9132106980178442,0.09255700949259983,0.10068078282524054,0.19694399563360201,0.10173119802832388,0.013820631272533499,0.09206013243570432,0.9999887259236216,10.0,logfit,9.146765e-02;7.907957e-03;7.306907e-04;6.772301e-05;6.271622e-06;5.805495e-07;5.373173e-08;4.972757e-09;4.601819e-10;4.255876e-11;3.907907e-12;3.324279e-13,0.032739256264032734,,,,,,,,,,,,,,,,,,,,
120,0.0,0.0,3.1623,const_x,coupled,2.0,2.0597114,0.6513333333333333,2.160242153648769,3.2745297204925747,3.0,False,False,,True,4.0,0.8686539101259001,,0.047351400018669665,14.0,True,0.8686539101260211,0.1417640809861496,0.15538145232795808,0.303945233738772,0.157002566459398,0.021329490086931392,0.14083492630098157,0.9999734044638425,12.0,logfit,1.338562e-01;1.692783e-02;2.374189e-03;3.365798e-04;4.773390e-05;6.767655e-06;9.593561e-07;1.359861e-07;1.927513e-08;2.731988e-09;3.871055e-10;5.473715e-11;7.624138e-12;9.485708e-13,0.032453010636754896,,,,,,,,,,,,,,,,,,,,
120,0.0,0.0,4.6416,const_x,coupled,2.0,3.0232288,0.6513333333333333,3.092595590804034,4.687806021397824,3.0,False,False,,True,4.0,0.7922979135360423,,0.04675460001453757,19.0,True,0.7922979134387149,0.24001858792990263,0.2673846094583995,0.523037186243112,0.27017426654055665,0.036704363946885116,0.23857205596809197,0.9999369332119118,17.0,logfit,2.087771e-01;4.114061e-02;9.517664e-03;2.269847e-03;5.445784e-04;1.307969e-04;3.141923e-05;7.547301e-06;1.812933e-06;4.354799e-07;1.046050e-07;2.512660e-08;6.035358e-09;1.449519e-09;3.479728e-10;8.337355e-11;1.981601e-11;4.548141e-12;8.817525e-13,0.03194677073633142,,,,,,,,,,,,,,,,,,,,
120,0.0,0.0,6.8129,const_x,coupled,2.0,4.437468866666666,0.6513333333333333,4.485015613545516,6.798458635122007,3.0,False,False,,True,5.0,0.6231364117236,,0.059272199985571206,42.0,True,0.6231364108634789,0.5343190240242783,0.6268851758928402,1.2262645152264267,0.6334255473606348,0.08605365019132816,0.5325639142023352,0.9997452207255858,40.0,logfit,3.771289e-01;1.338030e-01;6.095852e-02;3.027727e-02;1.561892e-02;8.206672e-03;4.352434e-03;2.319570e-03;1.239350e-03;6.630889e-04;3.550292e-04;1.901624e-04;1.018768e-04;5.458510e-05;2.924817e-05;1.567246e-05;8.398137e-06;4.500209e-06;2.411485e-06;1.292223e-06;6.924541e-07;3.710604e-07;1.988374e-07;1.065494e-07;5.709559e-08;3.059510e-08;1.639445e-08;8.784842e-09;4.707127e-09;2.522027e-09;1.351111e-09;7.236599e-10;3.874313e-10;2.072587e-10;1.107107e-10;5.897418e-11;3.125038e-11;1.639435e-11;8.433320e-12;4.167577e-12;1.881436e-12;6.565676e-13,0.030417781331527456,,,,,,,,,,,,,,,,,,,,
